"","Date","age","case"
"1834",2020-08-21,"50",18
"1835",2020-08-22,"50",15
"1836",2020-08-23,"50",20
"1837",2020-08-24,"50",5
"1838",2020-08-25,"50",20
"1839",2020-08-26,"50",12
"1840",2020-08-27,"50",14
"1841",2020-08-28,"50",15
"1842",2020-08-29,"50",7
"1843",2020-08-30,"50",7
"1844",2020-08-31,"50",9
"1845",2020-09-01,"50",10
"1846",2020-09-02,"50",11
"1847",2020-09-03,"50",10
"1848",2020-09-04,"50",12
"1849",2020-09-05,"50",3
"1850",2020-09-06,"50",4
"1851",2020-09-07,"50",3
"1852",2020-09-08,"50",9
"1853",2020-09-09,"50",6
"1854",2020-09-10,"50",13
"1855",2020-09-11,"50",10
"1856",2020-09-12,"50",9
"1857",2020-09-13,"50",10
"1858",2020-09-14,"50",8
"1859",2020-09-15,"50",13
"1860",2020-09-16,"50",12
"1861",2020-09-17,"50",9
"1862",2020-09-18,"50",8
"1863",2020-09-19,"50",8
"1864",2020-09-20,"50",4
"1865",2020-09-21,"50",6
"1866",2020-09-22,"50",5
"1867",2020-09-23,"50",5
"1868",2020-09-24,"50",8
"1869",2020-09-25,"50",4
"1870",2020-09-26,"50",8
"1871",2020-09-27,"50",5
"1872",2020-09-28,"50",4
"1873",2020-09-29,"50",6
"1874",2020-09-30,"50",6
"1875",2020-10-01,"50",13
"1876",2020-10-02,"50",8
"1877",2020-10-03,"50",9
"1878",2020-10-04,"50",4
"1879",2020-10-05,"50",3
"1880",2020-10-06,"50",8
"1881",2020-10-07,"50",7
"1882",2020-10-08,"50",5
"1883",2020-10-09,"50",7
"1884",2020-10-10,"50",11
"1885",2020-10-11,"50",6
"1886",2020-10-12,"50",3
"1887",2020-10-13,"50",9
"1888",2020-10-14,"50",13
"1889",2020-10-15,"50",5
"1890",2020-10-16,"50",11
"1891",2020-10-17,"50",6
"1892",2020-10-18,"50",5
"1893",2020-10-19,"50",3
"1894",2020-10-20,"50",20
"1895",2020-10-21,"50",11
"1896",2020-10-22,"50",11
"1897",2020-10-23,"50",15
"1898",2020-10-24,"50",7
"1899",2020-10-25,"50",6
"1900",2020-10-26,"50",8
"1901",2020-10-27,"50",17
"1902",2020-10-28,"50",22
"1903",2020-10-29,"50",15
"1904",2020-10-30,"50",22
"1905",2020-10-31,"50",21
"1906",2020-11-01,"50",18
"1907",2020-11-02,"50",15
"1908",2020-11-03,"50",26
"1909",2020-11-04,"50",14
"1910",2020-11-05,"50",17
"1911",2020-11-06,"50",22
"1912",2020-11-07,"50",27
"1913",2020-11-08,"50",28
"1914",2020-11-09,"50",13
"1915",2020-11-10,"50",34
"1916",2020-11-11,"50",30
"1917",2020-11-12,"50",37
"1918",2020-11-13,"50",41
"1919",2020-11-14,"50",43
"1920",2020-11-15,"50",24
"1921",2020-01-01,"60",0
"1922",2020-01-02,"60",0
"1923",2020-01-03,"60",0
"1924",2020-01-04,"60",0
"1925",2020-01-05,"60",0
"1926",2020-01-06,"60",0
"1927",2020-01-07,"60",0
"1928",2020-01-08,"60",0
"1929",2020-01-09,"60",0
"1930",2020-01-10,"60",0
"1931",2020-01-11,"60",0
"1932",2020-01-12,"60",0
"1933",2020-01-13,"60",0
"1934",2020-01-14,"60",0
"1935",2020-01-15,"60",0
"1936",2020-01-16,"60",0
"1937",2020-01-17,"60",0
"1938",2020-01-18,"60",0
"1939",2020-01-19,"60",0
"1940",2020-01-20,"60",0
"1941",2020-01-21,"60",0
"1942",2020-01-22,"60",0
"1943",2020-01-23,"60",0
"1944",2020-01-24,"60",0
"1945",2020-01-25,"60",0
"1946",2020-01-26,"60",0
"1947",2020-01-27,"60",0
"1948",2020-01-28,"60",0
"1949",2020-01-29,"60",0
"1950",2020-01-30,"60",0
"1951",2020-01-31,"60",0
"1952",2020-02-01,"60",0
"1953",2020-02-02,"60",0
"1954",2020-02-03,"60",0
"1955",2020-02-04,"60",0
"1956",2020-02-05,"60",0
"1957",2020-02-06,"60",0
"1958",2020-02-07,"60",0
"1959",2020-02-08,"60",0
"1960",2020-02-09,"60",0
"1961",2020-02-10,"60",0
"1962",2020-02-11,"60",0
"1963",2020-02-12,"60",0
"1964",2020-02-13,"60",0
"1965",2020-02-14,"60",0
"1966",2020-02-15,"60",0
"1967",2020-02-16,"60",0
"1968",2020-02-17,"60",0
"1969",2020-02-18,"60",0
"1970",2020-02-19,"60",0
"1971",2020-02-20,"60",0
"1972",2020-02-21,"60",0
"1973",2020-02-22,"60",0
"1974",2020-02-23,"60",0
"1975",2020-02-24,"60",0
"1976",2020-02-25,"60",0
"1977",2020-02-26,"60",0
"1978",2020-02-27,"60",0
"1979",2020-02-28,"60",0
"1980",2020-02-29,"60",0
"1981",2020-03-01,"60",0
"1982",2020-03-02,"60",0
"1983",2020-03-03,"60",0
"1984",2020-03-04,"60",1
"1985",2020-03-05,"60",0
"1986",2020-03-06,"60",4
"1987",2020-03-07,"60",1
"1988",2020-03-08,"60",3
"1989",2020-03-09,"60",0
"1990",2020-03-10,"60",0
"1991",2020-03-11,"60",0
"1992",2020-03-12,"60",0
"1993",2020-03-13,"60",1
"1994",2020-03-14,"60",2
"1995",2020-03-15,"60",0
"1996",2020-03-16,"60",0
"1997",2020-03-17,"60",2
"1998",2020-03-18,"60",1
"1999",2020-03-19,"60",0
"2000",2020-03-20,"60",3
"2001",2020-03-21,"60",0
"2002",2020-03-22,"60",0
"2003",2020-03-23,"60",1
"2004",2020-03-24,"60",1
"2005",2020-03-25,"60",0
"2006",2020-03-26,"60",0
"2007",2020-03-27,"60",0
"2008",2020-03-28,"60",0
"2009",2020-03-29,"60",4
"2010",2020-03-30,"60",0
"2011",2020-03-31,"60",2
"2012",2020-04-01,"60",1
"2013",2020-04-02,"60",2
"2014",2020-04-03,"60",3
"2015",2020-04-04,"60",2
"2016",2020-04-05,"60",0
"2017",2020-04-06,"60",0
"2018",2020-04-07,"60",7
"2019",2020-04-08,"60",3
"2020",2020-04-09,"60",4
"2021",2020-04-10,"60",8
"2022",2020-04-11,"60",8
"2023",2020-04-12,"60",2
"2024",2020-04-13,"60",8
"2025",2020-04-14,"60",4
"2026",2020-04-15,"60",6
"2027",2020-04-16,"60",3
"2028",2020-04-17,"60",8
"2029",2020-04-18,"60",7
"2030",2020-04-19,"60",3
"2031",2020-04-20,"60",1
"2032",2020-04-21,"60",8
"2033",2020-04-22,"60",3
"2034",2020-04-23,"60",6
"2035",2020-04-24,"60",3
"2036",2020-04-25,"60",5
"2037",2020-04-26,"60",1
"2038",2020-04-27,"60",1
"2039",2020-04-28,"60",1
"2040",2020-04-29,"60",5
"2041",2020-04-30,"60",3
"2042",2020-05-01,"60",2
"2043",2020-05-02,"60",5
"2044",2020-05-03,"60",1
"2045",2020-05-04,"60",1
"2046",2020-05-05,"60",0
"2047",2020-05-06,"60",0
"2048",2020-05-07,"60",2
"2049",2020-05-08,"60",1
"2050",2020-05-09,"60",2
"2051",2020-05-10,"60",2
"2052",2020-05-11,"60",0
"2053",2020-05-12,"60",0
"2054",2020-05-13,"60",0
"2055",2020-05-14,"60",1
"2056",2020-05-15,"60",1
"2057",2020-05-16,"60",0
"2058",2020-05-17,"60",0
"2059",2020-05-18,"60",0
"2060",2020-05-19,"60",1
"2061",2020-05-20,"60",0
"2062",2020-05-21,"60",1
"2063",2020-05-22,"60",0
"2064",2020-05-23,"60",0
"2065",2020-05-24,"60",0
"2066",2020-05-25,"60",0
"2067",2020-05-26,"60",0
"2068",2020-05-27,"60",0
"2069",2020-05-28,"60",0
"2070",2020-05-29,"60",0
"2071",2020-05-30,"60",0
"2072",2020-05-31,"60",0
"2073",2020-06-01,"60",0
"2074",2020-06-02,"60",0
"2075",2020-06-03,"60",0
"2076",2020-06-04,"60",0
"2077",2020-06-05,"60",0
"2078",2020-06-06,"60",0
"2079",2020-06-07,"60",0
"2080",2020-06-08,"60",0
"2081",2020-06-09,"60",0
"2082",2020-06-10,"60",0
"2083",2020-06-11,"60",0
"2084",2020-06-12,"60",0
"2085",2020-06-13,"60",0
"2086",2020-06-14,"60",1
"2087",2020-06-15,"60",0
"2088",2020-06-16,"60",0
"2089",2020-06-17,"60",0
"2090",2020-06-18,"60",0
"2091",2020-06-19,"60",0
"2092",2020-06-20,"60",0
"2093",2020-06-21,"60",0
"2094",2020-06-22,"60",0
"2095",2020-06-23,"60",0
"2096",2020-06-24,"60",0
"2097",2020-06-25,"60",0
"2098",2020-06-26,"60",0
"2099",2020-06-27,"60",0
"2100",2020-06-28,"60",0
"2101",2020-06-29,"60",1
"2102",2020-06-30,"60",0
"2103",2020-07-01,"60",1
"2104",2020-07-02,"60",0
"2105",2020-07-03,"60",0
"2106",2020-07-04,"60",1
"2107",2020-07-05,"60",0
"2108",2020-07-06,"60",0
"2109",2020-07-07,"60",1
"2110",2020-07-08,"60",0
"2111",2020-07-09,"60",1
"2112",2020-07-10,"60",0
"2113",2020-07-11,"60",1
"2114",2020-07-12,"60",1
"2115",2020-07-13,"60",0
"2116",2020-07-14,"60",0
"2117",2020-07-15,"60",2
"2118",2020-07-16,"60",6
"2119",2020-07-17,"60",1
"2120",2020-07-18,"60",2
"2121",2020-07-19,"60",1
"2122",2020-07-20,"60",2
"2123",2020-07-21,"60",2
"2124",2020-07-22,"60",3
"2125",2020-07-23,"60",6
"2126",2020-07-24,"60",2
"2127",2020-07-25,"60",5
"2128",2020-07-26,"60",6
"2129",2020-07-27,"60",2
"2130",2020-07-28,"60",5
"2131",2020-07-29,"60",17
"2132",2020-07-30,"60",8
"2133",2020-07-31,"60",11
"2134",2020-08-01,"60",10
"2135",2020-08-02,"60",10
"2136",2020-08-03,"60",6
"2137",2020-08-04,"60",6
"2138",2020-08-05,"60",18
"2139",2020-08-06,"60",17
"2140",2020-08-07,"60",14
"2141",2020-08-08,"60",5
"2142",2020-08-09,"60",6
"2143",2020-08-10,"60",12
"2144",2020-08-11,"60",6
"2145",2020-08-12,"60",13
"2146",2020-08-13,"60",13
"2147",2020-08-14,"60",22
"2148",2020-08-15,"60",16
"2149",2020-08-16,"60",13
"2150",2020-08-17,"60",3
"2151",2020-08-18,"60",25
"2152",2020-08-19,"60",23
"2153",2020-08-20,"60",11
"2154",2020-08-21,"60",16
"2155",2020-08-22,"60",7
"2156",2020-08-23,"60",6
"2157",2020-08-24,"60",4
"2158",2020-08-25,"60",7
"2159",2020-08-26,"60",9
"2160",2020-08-27,"60",6
"2161",2020-08-28,"60",6
"2162",2020-08-29,"60",8
"2163",2020-08-30,"60",9
"2164",2020-08-31,"60",5
"2165",2020-09-01,"60",12
"2166",2020-09-02,"60",8
"2167",2020-09-03,"60",5
"2168",2020-09-04,"60",6
"2169",2020-09-05,"60",8
"2170",2020-09-06,"60",5
"2171",2020-09-07,"60",7
"2172",2020-09-08,"60",7
"2173",2020-09-09,"60",3
"2174",2020-09-10,"60",7
"2175",2020-09-11,"60",6
"2176",2020-09-12,"60",2
"2177",2020-09-13,"60",6
"2178",2020-09-14,"60",4
"2179",2020-09-15,"60",6
"2180",2020-09-16,"60",5
"2181",2020-09-17,"60",1
"2182",2020-09-18,"60",4
"2183",2020-09-19,"60",11
"2184",2020-09-20,"60",6
"2185",2020-09-21,"60",5
"2186",2020-09-22,"60",7
"2187",2020-09-23,"60",5
"2188",2020-09-24,"60",4
"2189",2020-09-25,"60",5
"2190",2020-09-26,"60",8
"2191",2020-09-27,"60",6
"2192",2020-09-28,"60",2
"2193",2020-09-29,"60",6
"2194",2020-09-30,"60",7
"2195",2020-10-01,"60",6
"2196",2020-10-02,"60",3
"2197",2020-10-03,"60",5
"2198",2020-10-04,"60",1
"2199",2020-10-05,"60",4
"2200",2020-10-06,"60",6
"2201",2020-10-07,"60",5
"2202",2020-10-08,"60",4
"2203",2020-10-09,"60",3
"2204",2020-10-10,"60",3
"2205",2020-10-11,"60",2
"2206",2020-10-12,"60",3
"2207",2020-10-13,"60",5
"2208",2020-10-14,"60",5
"2209",2020-10-15,"60",5
"2210",2020-10-16,"60",7
"2211",2020-10-17,"60",1
"2212",2020-10-18,"60",3
"2213",2020-10-19,"60",6
"2214",2020-10-20,"60",2
"2215",2020-10-21,"60",11
"2216",2020-10-22,"60",6
"2217",2020-10-23,"60",6
"2218",2020-10-24,"60",8
"2219",2020-10-25,"60",6
"2220",2020-10-26,"60",4
"2221",2020-10-27,"60",10
"2222",2020-10-28,"60",8
"2223",2020-10-29,"60",14
"2224",2020-10-30,"60",14
"2225",2020-10-31,"60",11
"2226",2020-11-01,"60",15
"2227",2020-11-02,"60",9
"2228",2020-11-03,"60",16
"2229",2020-11-04,"60",9
"2230",2020-11-05,"60",13
"2231",2020-11-06,"60",13
"2232",2020-11-07,"60",18
"2233",2020-11-08,"60",14
"2234",2020-11-09,"60",7
"2235",2020-11-10,"60",20
"2236",2020-11-11,"60",32
"2237",2020-11-12,"60",25
"2238",2020-11-13,"60",31
"2239",2020-11-14,"60",21
"2240",2020-11-15,"60",24
"2241",2020-01-01,"70",0
"2242",2020-01-02,"70",0
"2243",2020-01-03,"70",0
"2244",2020-01-04,"70",0
"2245",2020-01-05,"70",0
"2246",2020-01-06,"70",0
"2247",2020-01-07,"70",0
"2248",2020-01-08,"70",0
"2249",2020-01-09,"70",0
"2250",2020-01-10,"70",0
"2251",2020-01-11,"70",0
"2252",2020-01-12,"70",0
"2253",2020-01-13,"70",0
"2254",2020-01-14,"70",0
"2255",2020-01-15,"70",0
"2256",2020-01-16,"70",0
"2257",2020-01-17,"70",0
"2258",2020-01-18,"70",0
"2259",2020-01-19,"70",0
"2260",2020-01-20,"70",0
"2261",2020-01-21,"70",0
"2262",2020-01-22,"70",0
"2263",2020-01-23,"70",0
"2264",2020-01-24,"70",0
"2265",2020-01-25,"70",0
"2266",2020-01-26,"70",0
"2267",2020-01-27,"70",0
"2268",2020-01-28,"70",0
"2269",2020-01-29,"70",0
"2270",2020-01-30,"70",0
"2271",2020-01-31,"70",0
"2272",2020-02-01,"70",0
"2273",2020-02-02,"70",0
"2274",2020-02-03,"70",0
"2275",2020-02-04,"70",0
"2276",2020-02-05,"70",0
"2277",2020-02-06,"70",0
"2278",2020-02-07,"70",0
"2279",2020-02-08,"70",0
"2280",2020-02-09,"70",0
"2281",2020-02-10,"70",0
"2282",2020-02-11,"70",0
"2283",2020-02-12,"70",0
"2284",2020-02-13,"70",0
"2285",2020-02-14,"70",0
"2286",2020-02-15,"70",0
"2287",2020-02-16,"70",0
"2288",2020-02-17,"70",0
"2289",2020-02-18,"70",0
"2290",2020-02-19,"70",0
"2291",2020-02-20,"70",0
"2292",2020-02-21,"70",0
"2293",2020-02-22,"70",0
"2294",2020-02-23,"70",0
"2295",2020-02-24,"70",0
"2296",2020-02-25,"70",0
"2297",2020-02-26,"70",0
"2298",2020-02-27,"70",0
"2299",2020-02-28,"70",0
"2300",2020-02-29,"70",0
"2301",2020-03-01,"70",0
"2302",2020-03-02,"70",0
"2303",2020-03-03,"70",0
"2304",2020-03-04,"70",1
"2305",2020-03-05,"70",0
"2306",2020-03-06,"70",1
"2307",2020-03-07,"70",0
"2308",2020-03-08,"70",0
"2309",2020-03-09,"70",0
"2310",2020-03-10,"70",2
"2311",2020-03-11,"70",0
"2312",2020-03-12,"70",2
"2313",2020-03-13,"70",2
"2314",2020-03-14,"70",0
"2315",2020-03-15,"70",0
"2316",2020-03-16,"70",0
"2317",2020-03-17,"70",0
"2318",2020-03-18,"70",1
"2319",2020-03-19,"70",0
"2320",2020-03-20,"70",0
"2321",2020-03-21,"70",0
"2322",2020-03-22,"70",1
"2323",2020-03-23,"70",0
"2324",2020-03-24,"70",1
"2325",2020-03-25,"70",1
"2326",2020-03-26,"70",1
"2327",2020-03-27,"70",1
"2328",2020-03-28,"70",1
"2329",2020-03-29,"70",2
"2330",2020-03-30,"70",1
"2331",2020-03-31,"70",0
"2332",2020-04-01,"70",2
"2333",2020-04-02,"70",4
"2334",2020-04-03,"70",0
"2335",2020-04-04,"70",4
"2336",2020-04-05,"70",5
"2337",2020-04-06,"70",4
"2338",2020-04-07,"70",5
"2339",2020-04-08,"70",1
"2340",2020-04-09,"70",7
"2341",2020-04-10,"70",11
"2342",2020-04-11,"70",3
"2343",2020-04-12,"70",3
"2344",2020-04-13,"70",0
"2345",2020-04-14,"70",7
"2346",2020-04-15,"70",12
"2347",2020-04-16,"70",3
"2348",2020-04-17,"70",4
"2349",2020-04-18,"70",15
"2350",2020-04-19,"70",6
"2351",2020-04-20,"70",8
"2352",2020-04-21,"70",5
"2353",2020-04-22,"70",4
"2354",2020-04-23,"70",5
"2355",2020-04-24,"70",0
"2356",2020-04-25,"70",3
"2357",2020-04-26,"70",3
"2358",2020-04-27,"70",4
"2359",2020-04-28,"70",3
"2360",2020-04-29,"70",6
"2361",2020-04-30,"70",6
"2362",2020-05-01,"70",2
"2363",2020-05-02,"70",0
"2364",2020-05-03,"70",2
"2365",2020-05-04,"70",0
"2366",2020-05-05,"70",1
"2367",2020-05-06,"70",1
"2368",2020-05-07,"70",0
"2369",2020-05-08,"70",1
"2370",2020-05-09,"70",1
"2371",2020-05-10,"70",3
"2372",2020-05-11,"70",0
"2373",2020-05-12,"70",0
"2374",2020-05-13,"70",0
"2375",2020-05-14,"70",0
"2376",2020-05-15,"70",0
"2377",2020-05-16,"70",1
"2378",2020-05-17,"70",0
"2379",2020-05-18,"70",0
"2380",2020-05-19,"70",1
"2381",2020-05-20,"70",0
"2382",2020-05-21,"70",1
"2383",2020-05-22,"70",0
"2384",2020-05-23,"70",0
"2385",2020-05-24,"70",0
"2386",2020-05-25,"70",0
"2387",2020-05-26,"70",0
"2388",2020-05-27,"70",0
"2389",2020-05-28,"70",0
"2390",2020-05-29,"70",0
"2391",2020-05-30,"70",0
"2392",2020-05-31,"70",0
"2393",2020-06-01,"70",0
"2394",2020-06-02,"70",0
"2395",2020-06-03,"70",0
"2396",2020-06-04,"70",0
"2397",2020-06-05,"70",0
"2398",2020-06-06,"70",1
"2399",2020-06-07,"70",0
"2400",2020-06-08,"70",0
"2401",2020-06-09,"70",0
"2402",2020-06-10,"70",0
"2403",2020-06-11,"70",0
"2404",2020-06-12,"70",0
"2405",2020-06-13,"70",0
"2406",2020-06-14,"70",0
"2407",2020-06-15,"70",0
"2408",2020-06-16,"70",0
"2409",2020-06-17,"70",0
"2410",2020-06-18,"70",0
"2411",2020-06-19,"70",0
"2412",2020-06-20,"70",0
"2413",2020-06-21,"70",0
"2414",2020-06-22,"70",0
"2415",2020-06-23,"70",0
"2416",2020-06-24,"70",0
"2417",2020-06-25,"70",0
"2418",2020-06-26,"70",0
"2419",2020-06-27,"70",0
"2420",2020-06-28,"70",0
"2421",2020-06-29,"70",0
"2422",2020-06-30,"70",0
"2423",2020-07-01,"70",0
"2424",2020-07-02,"70",0
"2425",2020-07-03,"70",0
"2426",2020-07-04,"70",0
"2427",2020-07-05,"70",0
"2428",2020-07-06,"70",0
"2429",2020-07-07,"70",1
"2430",2020-07-08,"70",0
"2431",2020-07-09,"70",0
"2432",2020-07-10,"70",1
"2433",2020-07-11,"70",1
"2434",2020-07-12,"70",3
"2435",2020-07-13,"70",0
"2436",2020-07-14,"70",0
"2437",2020-07-15,"70",4
"2438",2020-07-16,"70",0
"2439",2020-07-17,"70",1
"2440",2020-07-18,"70",3
"2441",2020-07-19,"70",0
"2442",2020-07-20,"70",0
"2443",2020-07-21,"70",2
"2444",2020-07-22,"70",5
"2445",2020-07-23,"70",4
"2446",2020-07-24,"70",3
"2447",2020-07-25,"70",3
"2448",2020-07-26,"70",4
"2449",2020-07-27,"70",0
"2450",2020-07-28,"70",2
"2451",2020-07-29,"70",12
"2452",2020-07-30,"70",4
"2453",2020-07-31,"70",14
"2454",2020-08-01,"70",8
"2455",2020-08-02,"70",14
"2456",2020-08-03,"70",4
"2457",2020-08-04,"70",10
"2458",2020-08-05,"70",9
"2459",2020-08-06,"70",13
"2460",2020-08-07,"70",13
"2461",2020-08-08,"70",14
"2462",2020-08-09,"70",9
"2463",2020-08-10,"70",11
"2464",2020-08-11,"70",14
"2465",2020-08-12,"70",12
"2466",2020-08-13,"70",14
"2467",2020-08-14,"70",8
"2468",2020-08-15,"70",10
"2469",2020-08-16,"70",12
"2470",2020-08-17,"70",4
"2471",2020-08-18,"70",19
"2472",2020-08-19,"70",13
"2473",2020-08-20,"70",11
"2474",2020-08-21,"70",19
"2475",2020-08-22,"70",15
"2476",2020-08-23,"70",9
"2477",2020-08-24,"70",10
"2478",2020-08-25,"70",8
"2479",2020-08-26,"70",17
"2480",2020-08-27,"70",12
"2481",2020-08-28,"70",13
"2482",2020-08-29,"70",11
"2483",2020-08-30,"70",5
"2484",2020-08-31,"70",7
"2485",2020-09-01,"70",9
"2486",2020-09-02,"70",6
"2487",2020-09-03,"70",11
"2488",2020-09-04,"70",6
"2489",2020-09-05,"70",6
"2490",2020-09-06,"70",5
"2491",2020-09-07,"70",5
"2492",2020-09-08,"70",4
"2493",2020-09-09,"70",2
"2494",2020-09-10,"70",5
"2495",2020-09-11,"70",4
"2496",2020-09-12,"70",5
"2497",2020-09-13,"70",4
"2498",2020-09-14,"70",2
"2499",2020-09-15,"70",4
"2500",2020-09-16,"70",8
"2501",2020-09-17,"70",2
"2502",2020-09-18,"70",5
"2503",2020-09-19,"70",6
"2504",2020-09-20,"70",3
"2505",2020-09-21,"70",3
"2506",2020-09-22,"70",2
"2507",2020-09-23,"70",1
"2508",2020-09-24,"70",5
"2509",2020-09-25,"70",5
"2510",2020-09-26,"70",3
"2511",2020-09-27,"70",3
"2512",2020-09-28,"70",8
"2513",2020-09-29,"70",2
"2514",2020-09-30,"70",7
"2515",2020-10-01,"70",3
"2516",2020-10-02,"70",2
"2517",2020-10-03,"70",2
"2518",2020-10-04,"70",1
"2519",2020-10-05,"70",2
"2520",2020-10-06,"70",6
"2521",2020-10-07,"70",0
"2522",2020-10-08,"70",5
"2523",2020-10-09,"70",6
"2524",2020-10-10,"70",2
"2525",2020-10-11,"70",1
"2526",2020-10-12,"70",1
"2527",2020-10-13,"70",4
"2528",2020-10-14,"70",2
"2529",2020-10-15,"70",2
"2530",2020-10-16,"70",2
"2531",2020-10-17,"70",6
"2532",2020-10-18,"70",6
"2533",2020-10-19,"70",4
"2534",2020-10-20,"70",3
"2535",2020-10-21,"70",8
"2536",2020-10-22,"70",8
"2537",2020-10-23,"70",6
"2538",2020-10-24,"70",13
"2539",2020-10-25,"70",7
"2540",2020-10-26,"70",3
"2541",2020-10-27,"70",14
"2542",2020-10-28,"70",14
"2543",2020-10-29,"70",4
"2544",2020-10-30,"70",10
"2545",2020-10-31,"70",4
"2546",2020-11-01,"70",9
"2547",2020-11-02,"70",5
"2548",2020-11-03,"70",9
"2549",2020-11-04,"70",12
"2550",2020-11-05,"70",8
"2551",2020-11-06,"70",20
"2552",2020-11-07,"70",18
"2553",2020-11-08,"70",6
"2554",2020-11-09,"70",10
"2555",2020-11-10,"70",23
"2556",2020-11-11,"70",30
"2557",2020-11-12,"70",15
"2558",2020-11-13,"70",21
"2559",2020-11-14,"70",25
"2560",2020-11-15,"70",29
"2561",2020-01-01,"80",0
"2562",2020-01-02,"80",0
"2563",2020-01-03,"80",0
"2564",2020-01-04,"80",0
"2565",2020-01-05,"80",0
"2566",2020-01-06,"80",0
"2567",2020-01-07,"80",0
"2568",2020-01-08,"80",0
"2569",2020-01-09,"80",0
"2570",2020-01-10,"80",0
"2571",2020-01-11,"80",0
"2572",2020-01-12,"80",0
"2573",2020-01-13,"80",0
"2574",2020-01-14,"80",0
"2575",2020-01-15,"80",0
"2576",2020-01-16,"80",0
"2577",2020-01-17,"80",0
"2578",2020-01-18,"80",0
"2579",2020-01-19,"80",0
"2580",2020-01-20,"80",0
"2581",2020-01-21,"80",0
"2582",2020-01-22,"80",0
"2583",2020-01-23,"80",0
"2584",2020-01-24,"80",0
"2585",2020-01-25,"80",0
"2586",2020-01-26,"80",0
"2587",2020-01-27,"80",0
"2588",2020-01-28,"80",0
"2589",2020-01-29,"80",0
"2590",2020-01-30,"80",0
"2591",2020-01-31,"80",0
"2592",2020-02-01,"80",0
"2593",2020-02-02,"80",0
"2594",2020-02-03,"80",0
"2595",2020-02-04,"80",0
"2596",2020-02-05,"80",0
"2597",2020-02-06,"80",0
"2598",2020-02-07,"80",0
"2599",2020-02-08,"80",0
"2600",2020-02-09,"80",0
"2601",2020-02-10,"80",0
"2602",2020-02-11,"80",0
"2603",2020-02-12,"80",0
"2604",2020-02-13,"80",0
"2605",2020-02-14,"80",0
"2606",2020-02-15,"80",0
"2607",2020-02-16,"80",0
"2608",2020-02-17,"80",0
"2609",2020-02-18,"80",0
"2610",2020-02-19,"80",0
"2611",2020-02-20,"80",0
"2612",2020-02-21,"80",0
"2613",2020-02-22,"80",0
"2614",2020-02-23,"80",0
"2615",2020-02-24,"80",0
"2616",2020-02-25,"80",0
"2617",2020-02-26,"80",0
"2618",2020-02-27,"80",0
"2619",2020-02-28,"80",0
"2620",2020-02-29,"80",0
"2621",2020-03-01,"80",0
"2622",2020-03-02,"80",0
"2623",2020-03-03,"80",0
"2624",2020-03-04,"80",0
"2625",2020-03-05,"80",0
"2626",2020-03-06,"80",0
"2627",2020-03-07,"80",0
"2628",2020-03-08,"80",0
"2629",2020-03-09,"80",0
"2630",2020-03-10,"80",0
"2631",2020-03-11,"80",1
"2632",2020-03-12,"80",0
"2633",2020-03-13,"80",0
"2634",2020-03-14,"80",1
"2635",2020-03-15,"80",0
"2636",2020-03-16,"80",0
"2637",2020-03-17,"80",0
"2638",2020-03-18,"80",0
"2639",2020-03-19,"80",0
"2640",2020-03-20,"80",0
"2641",2020-03-21,"80",0
"2642",2020-03-22,"80",0
"2643",2020-03-23,"80",0
"2644",2020-03-24,"80",0
"2645",2020-03-25,"80",1
"2646",2020-03-26,"80",0
"2647",2020-03-27,"80",1
"2648",2020-03-28,"80",0
"2649",2020-03-29,"80",0
"2650",2020-03-30,"80",0
"2651",2020-03-31,"80",2
"2652",2020-04-01,"80",0
"2653",2020-04-02,"80",3
"2654",2020-04-03,"80",0
"2655",2020-04-04,"80",2
"2656",2020-04-05,"80",3
"2657",2020-04-06,"80",0
"2658",2020-04-07,"80",0
"2659",2020-04-08,"80",1
"2660",2020-04-09,"80",8
"2661",2020-04-10,"80",2
"2662",2020-04-11,"80",7
"2663",2020-04-12,"80",2
"2664",2020-04-13,"80",1
"2665",2020-04-14,"80",4
"2666",2020-04-15,"80",5
"2667",2020-04-16,"80",2
"2668",2020-04-17,"80",3
"2669",2020-04-18,"80",19
"2670",2020-04-19,"80",4
"2671",2020-04-20,"80",22
"2672",2020-04-21,"80",1
"2673",2020-04-22,"80",1
"2674",2020-04-23,"80",6
"2675",2020-04-24,"80",4
"2676",2020-04-25,"80",3
"2677",2020-04-26,"80",3
"2678",2020-04-27,"80",3
"2679",2020-04-28,"80",4
"2680",2020-04-29,"80",5
"2681",2020-04-30,"80",7
"2682",2020-05-01,"80",2
"2683",2020-05-02,"80",0
"2684",2020-05-03,"80",0
"2685",2020-05-04,"80",4
"2686",2020-05-05,"80",0
"2687",2020-05-06,"80",3
"2688",2020-05-07,"80",2
"2689",2020-05-08,"80",0
"2690",2020-05-09,"80",2
"2691",2020-05-10,"80",1
"2692",2020-05-11,"80",0
"2693",2020-05-12,"80",1
"2694",2020-05-13,"80",3
"2695",2020-05-14,"80",0
"2696",2020-05-15,"80",1
"2697",2020-05-16,"80",1
"2698",2020-05-17,"80",0
"2699",2020-05-18,"80",0
"2700",2020-05-19,"80",0
"2701",2020-05-20,"80",1
"2702",2020-05-21,"80",0
"2703",2020-05-22,"80",0
"2704",2020-05-23,"80",1
"2705",2020-05-24,"80",0
"2706",2020-05-25,"80",0
"2707",2020-05-26,"80",0
